OWNER_CIK,OWNER_NAME,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Min_Transaction_Value,Avg_Transaction_Value,Max_Transaction_Value,Transaction_Count,Unique_Transaction_Years,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Avg_Days_Between_Transactions,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_SP500_18M,Pct_Positive_vs_Sector_6M,Pct_Positive_vs_Sector_1Y,Pct_Positive_vs_Sector_18M,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Total_Transaction_Value,Bull_Market_Transactions,Bull_Market_Avg_Return_6M,Bull_Market_vs_SP500_6M,Bull_Market_vs_Sector_6M,Bull_Market_Win_Rate,Bear_Market_Transactions,Bear_Market_Avg_Return_6M,Bear_Market_vs_SP500_6M,Bear_Market_vs_Sector_6M,Bear_Market_Win_Rate,Market_Timing_Score,Most_Common_Company_Market_Cap,Most_Common_Company_Cap_Category,Pct_Mega_Cap_Trades,Pct_Large_Cap_Trades,Pct_Mid_Cap_Trades,Pct_Small_Cap_Trades,Pct_Micro_Cap_Trades,Preferred_Cap_Category,Avg_Market_Cap,Median_Market_Cap
1607155,Owen Terry Modock,28%,29%,30%,6%,6%,6%,-28%,-29%,-30%,-6%,-6%,-6%,78105,90902.5,103700,2,1,2018,2018,128.0,0%,0%,0%,50%,50%,50%,1,FAST,Industrials,7.21E-16,0,0,0,0,0,0,0,0,0,0,0,47956336640,Large Cap,0,100,0,0,0,Large Cap,47956336640,47956336640
1607163,Sanchez Francisco J,26%,28%,31%,6%,6%,6%,-26%,-28%,-31%,-6%,-6%,-6%,18065,31579.3,50621.5,5,3,2015,2020,391.0,40%,0%,0%,20%,0%,0%,1,ADM,Consumer Staples,181.01,0,0,0,0,0,0,0,0,0,0,0,26127955968,Large Cap,0,100,0,0,0,Large Cap,26127955968,26127955968
1607441,Checki Terrence J.,27%,28%,31%,4%,4%,4%,-27%,-28%,-31%,-4%,-4%,-4%,25009.16,25036.75833,25079.08,6,6,2015,2020,366.0,17%,17%,0%,67%,67%,50%,1,HES,Energy,325.33,0,0,0,0,0,0,0,0,0,0,0,45348806656,Large Cap,0,100,0,0,0,Large Cap,45348806656,45348806656
1607570,Levy Susan Cohen,50%,59%,59%,7%,8%,8%,-50%,-59%,-59%,-7%,-8%,-8%,322050,322050,322050,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,NTRS,Financials,64.41,0,0,0,0,0,0,0,0,0,0,0,22033913856,Large Cap,0,100,0,0,0,Large Cap,22033913856,22033913856
1607592,Crevoiserat Joanne C.,40%,39%,45%,13%,11%,13%,-40%,-39%,-45%,-13%,-11%,-13%,197220,197220,197220,1,1,2022,2022,0.0,100%,100%,0%,100%,100%,0%,1,TPR,Consumer Discretionary,34.6,0,0,0,0,0,0,0,0,0,0,0,14513481728,Large Cap,0,100,0,0,0,Large Cap,14513481728,14513481728
1607640,Fisher Peter R.,21%,21%,20%,3%,3%,3%,-21%,-21%,-20%,-3%,-3%,-3%,248197.2,249060.6,249924,2,2,2014,2015,-267.0,0%,50%,0%,0%,50%,50%,1,AIG,Financials,110.94,0,0,0,0,0,0,0,0,0,0,0,48117575680,Large Cap,0,100,0,0,0,Large Cap,48117575680,48117575680
1608208,Maurer Thomas P.,22%,24%,25%,3%,3%,3%,-22%,-24%,-25%,-3%,-3%,-3%,106940,106940,106940,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,PKG,Materials,53.47,0,0,0,0,0,0,0,0,0,0,0,22347948032,Large Cap,0,100,0,0,0,Large Cap,22347948032,22347948032
1608229,Johnson Denise C,22%,23%,25%,5%,5%,5%,-22%,-23%,-25%,-5%,-5%,-5%,17863.75,63624.6225,161720,4,2,2016,2017,-149.3,0%,0%,0%,0%,0%,0%,2,CAT,Industrials,171.03,0,0,0,0,0,0,0,0,0,0,0,196071000000,Large Cap,0,50,50,0,0,Large Cap,1.02238E+11,1.02238E+11
1608489,Leavy David,39%,42%,41%,2%,2%,2%,-39%,-42%,-41%,-2%,-2%,-2%,125853.78,125853.78,125853.78,1,1,2022,2022,0.0,100%,100%,100%,100%,100%,0%,1,WBD,Communication Services,18.33,0,0,0,0,0,0,0,0,0,0,0,25709219840,Large Cap,0,100,0,0,0,Large Cap,25709219840,25709219840
1608717,MATHER COURTNEY,29%,32%,33%,6%,7%,7%,-29%,-32%,-33%,-6%,-7%,-7%,267000,428361.6667,961920,6,2,2016,2022,-403.4,17%,0%,0%,17%,17%,0%,2,FCX,Materials,113.75,0,0,0,0,0,0,0,0,0,0,0,63512309760,Large Cap,0,83.33333333,16.66666667,0,0,Large Cap,54289984085,63512309760
1608867,Lutz Marcos M,34%,38%,45%,4%,5%,5%,-34%,-38%,-45%,-4%,-5%,-5%,981750,981750,981750,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,CTVA,Materials,28.05,0,0,0,0,0,0,0,0,0,0,0,42955804672,Large Cap,0,100,0,0,0,Large Cap,42955804672,42955804672
1609403,Jamieson George,27%,27%,29%,8%,8%,9%,-27%,-27%,-29%,-8%,-8%,-9%,66960,66960,66960,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,LVS,Consumer Discretionary,66.96,0,0,0,0,0,0,0,0,0,0,0,38469877760,Large Cap,0,100,0,0,0,Large Cap,38469877760,38469877760
1610062,Durn Daniel,40%,43%,52%,25%,29%,39%,-40%,-43%,-52%,-25%,-29%,-39%,936357.5,936357.5,936357.5,1,1,2022,2022,0.0,0%,0%,0%,0%,0%,0%,1,ADBE,Information Technology,288.11,0,0,0,0,0,0,0,0,0,0,0,227112000000,Mega Cap,100,0,0,0,0,Mega Cap,2.27112E+11,2.27112E+11
1610732,Greene John,32%,38%,44%,4%,5%,6%,-32%,-38%,-44%,-4%,-5%,-6%,249357.68,249357.68,249357.68,1,1,2020,2020,0.0,100%,0%,0%,100%,100%,0%,1,DFS,Financials,73.84,0,0,0,0,0,0,0,0,0,0,0,45835534336,Large Cap,0,100,0,0,0,Large Cap,45835534336,45835534336
1611473,Thornton Matthew III,43%,44%,45%,3%,3%,3%,-43%,-44%,-45%,-3%,-3%,-3%,150392.7,197468.85,244545,2,2,2021,2022,-619.0,0%,0%,0%,0%,50%,0%,1,CCI,Real Estate,286.81,0,0,0,0,0,0,0,0,0,0,0,46371643392,Large Cap,0,100,0,0,0,Large Cap,46371643392,46371643392
1611478,Accel Growth Fund Investors 2013 L.L.C.,31%,30%,37%,15%,17%,22%,-31%,-30%,-37%,-15%,-17%,-22%,1007760,11050000,21092240,2,1,2019,2019,0.0,0%,0%,0%,0%,0%,0%,1,CRWD,Information Technology,68,0,0,0,0,0,0,0,0,0,0,0,85615460352,Large Cap,0,100,0,0,0,Large Cap,85615460352,85615460352
1611654,Quaid John J,20%,22%,24%,4%,5%,5%,-20%,-22%,-24%,-4%,-5%,-5%,18860,18860,18860,1,1,2015,2015,0.0,0%,0%,0%,100%,0%,0%,1,MPC,Energy,47.15,0,0,0,0,0,0,0,0,0,0,0,50184888320,Large Cap,0,100,0,0,0,Large Cap,50184888320,50184888320
1611777,SMITH JAMES C,25%,27%,28%,9%,10%,10%,-25%,-27%,-28%,-9%,-10%,-10%,51427.44,51427.44,51427.44,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,PFE,Health Care,20.45679771,0,0,0,0,0,0,0,0,0,0,0,148532000000,Large Cap,0,100,0,0,0,Large Cap,1.48532E+11,1.48532E+11
1612098,Schechter Lori A.,24%,26%,27%,9%,10%,10%,-24%,-26%,-27%,-9%,-10%,-10%,100007.84,100007.84,100007.84,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,MCK,Health Care,144.52,0,0,0,0,0,0,0,0,0,0,0,79781789696,Large Cap,0,100,0,0,0,Large Cap,79781789696,79781789696
1612571,Ford Robert B,24%,27%,28%,9%,10%,10%,-24%,-27%,-28%,-9%,-10%,-10%,3908,99870.55,413376.75,5,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,ABT,Health Care,195.41,0,0,0,0,0,0,0,0,0,0,0,206313000000,Mega Cap,100,0,0,0,0,Mega Cap,2.06313E+11,2.06313E+11
1612985,THEILER JEFFREY,34%,35%,39%,2%,2%,2%,-34%,-35%,-39%,-2%,-2%,-2%,75488.5,108515.6133,149998.5,3,3,2017,2022,-787.0,67%,33%,0%,100%,100%,33%,1,DOC,Real Estate,52.21,0,0,0,0,0,0,0,0,0,0,0,15555615744,Large Cap,0,100,0,0,0,Large Cap,15555615744,15555615744
1613252,Stockfish Devin W,29%,31%,29%,2%,2%,2%,-29%,-31%,-29%,-2%,-2%,-2%,119640.85,435359.275,751077.7,2,2,2018,2019,205.0,0%,0%,0%,0%,50%,50%,1,WY,Real Estate,49.96,0,0,0,0,0,0,0,0,0,0,0,23504926720,Large Cap,0,100,0,0,0,Large Cap,23504926720,23504926720
1613343,Kirk Jennifer M,37%,41%,44%,8%,8%,8%,-37%,-41%,-44%,-8%,-8%,-8%,108525,119062.5,129600,2,2,2018,2023,1574.0,0%,0%,0%,0%,0%,50%,1,RSG,Industrials,201.95,0,0,0,0,0,0,0,0,0,0,0,68361080832,Large Cap,0,100,0,0,0,Large Cap,68361080832,68361080832
1613813,Wilson David K,24%,24%,25%,4%,4%,4%,-24%,-24%,-25%,-4%,-4%,-4%,20340,47901.25,64680,4,3,2014,2017,-186.7,0%,0%,0%,0%,0%,0%,1,KEY,Financials,53.22,0,0,0,0,0,0,0,0,0,0,0,19349833728,Large Cap,0,100,0,0,0,Large Cap,19349833728,19349833728
1614143,Fawcett John J.,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,86000,86000,86000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614155,Hanna Howard W. III,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,193500,193500,193500,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614157,Subramaniam Shivan S.,28%,30%,33%,4%,5%,5%,-28%,-30%,-33%,-4%,-5%,-5%,49240,126892.4286,322500,7,5,2014,2023,-521.0,0%,0%,0%,29%,0%,14%,1,CFG,Financials,188.11,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614161,Shanik Nancy L.,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,86000,86000,86000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614163,Matthews Robert D. Jr.,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,86000,86000,86000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614164,Conner Brad L.,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,86000,86000,86000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614169,Watson Wendy A.,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,86000,86000,86000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614199,Pianalto Sandra,32%,33%,34%,6%,6%,6%,-32%,-33%,-34%,-6%,-6%,-6%,20882.5,27607.735,36833.94,4,3,2017,2022,-562.3,25%,25%,25%,50%,25%,25%,3,PRU,Financials,468.53,0,0,0,0,0,0,0,0,0,0,0,46100111360,Large Cap,0,100,0,0,0,Large Cap,63280835808,46100111360
1614229,King Richard H,38%,41%,42%,5%,5%,5%,-38%,-41%,-42%,-5%,-5%,-5%,30010.9108,30010.9108,30010.9108,1,1,2022,2022,0.0,100%,100%,0%,100%,100%,100%,1,HBAN,Financials,13.78,0,0,0,0,0,0,0,0,0,0,0,26165108736,Large Cap,0,100,0,0,0,Large Cap,26165108736,26165108736
1614234,Bowerman David J.,21%,20%,22%,3%,3%,3%,-21%,-20%,-22%,-3%,-3%,-3%,46560,77030,107500,2,2,2014,2016,-499.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,40.9,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614572,RUNGE WILLIAM HENRY III,28%,27%,28%,9%,9%,9%,-28%,-27%,-28%,-9%,-9%,-9%,125435,125435,125435,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,MHK,Consumer Discretionary,250.87,0,0,0,0,0,0,0,0,0,0,0,8763129856,Mid Cap,0,0,100,0,0,Mid Cap,8763129856,8763129856
1614598,Cherecwich Peter,41%,40%,45%,6%,5%,6%,-41%,-40%,-45%,-6%,-5%,-6%,95.02,211.1275,452.05,8,4,2019,2023,-24.9,13%,50%,38%,38%,50%,50%,1,NTRS,Financials,802.92,0,0,0,0,0,0,0,0,0,0,0,22033913856,Large Cap,0,100,0,0,0,Large Cap,22033913856,22033913856
1614678,Ohsberg Ronald S.,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,32250,32250,32250,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1614726,MELITO DAVID P,20%,21%,19%,3%,3%,3%,-20%,-21%,-19%,-3%,-3%,-3%,115000,115000,115000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,SYF,Financials,23,0,0,0,0,0,0,0,0,0,0,0,26288504832,Large Cap,0,100,0,0,0,Large Cap,26288504832,26288504832
1614727,QUINDLEN THOMAS M,20%,21%,19%,3%,3%,3%,-20%,-21%,-19%,-3%,-3%,-3%,23000,23000,23000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,SYF,Financials,23,0,0,0,0,0,0,0,0,0,0,0,26288504832,Large Cap,0,100,0,0,0,Large Cap,26288504832,26288504832
1614731,COLAO DANIEL O,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,1,1,2015,2015,0.0,0%,0%,0%,0%,0%,0%,1,SYF,Financials,0,0,0,0,0,0,0,0,0,0,0,0,26288504832,Large Cap,0,100,0,0,0,Large Cap,26288504832,26288504832
1614732,DIMITRIEF ALEXANDER,22%,23%,25%,5%,5%,6%,-22%,-23%,-25%,-5%,-5%,-6%,3203.55,314360.053,1830226.88,10,4,2014,2018,-142.0,20%,20%,0%,20%,20%,50%,2,GE,Industrials,5.87E+46,0,0,0,0,0,0,0,0,0,0,0,197150000000,Large Cap,0,100,0,0,0,Large Cap,1.80064E+11,1.9715E+11
1614733,KRATKY ANNE KENNELLY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,1,1,2015,2015,0.0,0%,0%,0%,0%,0%,0%,1,SYF,Financials,0,0,0,0,0,0,0,0,0,0,0,0,26288504832,Large Cap,0,100,0,0,0,Large Cap,26288504832,26288504832
1615224,Ashton Joseph J,21%,21%,22%,6%,6%,6%,-21%,-21%,-22%,-6%,-6%,-6%,17920,17920,17920,1,1,2015,2015,0.0,100%,100%,0%,0%,0%,0%,1,GM,Consumer Discretionary,35.84,0,0,0,0,0,0,0,0,0,0,0,61126762496,Large Cap,0,100,0,0,0,Large Cap,61126762496,61126762496
1615382,Santana Michele,41%,45%,50%,8%,9%,10%,-41%,-45%,-50%,-8%,-9%,-10%,328.53,1628.54,6846.4,11,4,2020,2023,-61.5,18%,27%,27%,18%,27%,18%,1,TDG,Industrials,6576.1,0,0,0,0,0,0,0,0,0,0,0,70455001088,Large Cap,0,100,0,0,0,Large Cap,70455001088,70455001088
1615600,KOCIS ROBERT ANDREW,21%,22%,22%,7%,8%,8%,-21%,-22%,-22%,-7%,-8%,-8%,99132,101941,104750,2,2,2014,2016,-556.0,0%,0%,0%,0%,0%,0%,1,ANSS,Information Technology,166.41,0,0,0,0,0,0,0,0,0,0,0,30703695872,Large Cap,0,100,0,0,0,Large Cap,30703695872,30703695872
1615931,Gannon Stephen T.,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,86000,86000,86000,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1616602,Clark Jason D.,20%,20%,20%,5%,4%,5%,-20%,-20%,-20%,-5%,-4%,-5%,6476,6476,6476,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,PAYC,Industrials,16.19,0,0,0,0,0,0,0,0,0,0,0,13372971008,Large Cap,0,100,0,0,0,Large Cap,13372971008,13372971008
1617016,Isaacson Mark J.,29%,30%,34%,4%,4%,4%,-29%,-30%,-34%,-4%,-4%,-4%,9670,17845,25350,4,3,2016,2020,104.0,0%,0%,0%,0%,25%,0%,1,MOS,Materials,71.38,0,0,0,0,0,0,0,0,0,0,0,8404886016,Mid Cap,0,0,100,0,0,Mid Cap,8404886016,8404886016
1617097,Woodbury Jeffrey J,19%,22%,23%,4%,5%,5%,-19%,-22%,-23%,-4%,-5%,-5%,399328.05,399328.05,399328.05,1,1,2015,2015,0.0,100%,0%,0%,100%,0%,0%,1,XOM,Energy,78.07,0,0,0,0,0,0,0,0,0,0,0,518445000000,Mega Cap,100,0,0,0,0,Mega Cap,5.18445E+11,5.18445E+11
1617763,Asher Andrew Lynn,45%,50%,53%,16%,17%,17%,-45%,-50%,-53%,-16%,-17%,-17%,215670,244578,273486,2,1,2023,2023,-1.0,0%,0%,0%,0%,0%,0%,1,CNC,Health Care,143.86,0,0,0,0,0,0,0,0,0,0,0,30291900416,Large Cap,0,100,0,0,0,Large Cap,30291900416,30291900416
1618274,MATZ MARILYN,56%,59%,59%,42%,46%,46%,-56%,-59%,-59%,-42%,-46%,-46%,1413.5132,1413.5132,1413.5132,1,1,2024,2024,0.0,0%,0%,0%,0%,0%,0%,1,TER,Information Technology,106.04,0,0,0,0,0,0,0,0,0,0,0,17914710016,Large Cap,0,100,0,0,0,Large Cap,17914710016,17914710016
1618481,Mosing Michael Frank,27%,28%,33%,4%,4%,5%,-27%,-28%,-33%,-4%,-4%,-5%,42279,923698.6133,2612141.84,3,3,2014,2018,-143.5,67%,33%,0%,67%,67%,33%,1,FI,Financials,8.680000005,0,0,0,0,0,0,0,0,0,0,0,125708000000,Large Cap,0,100,0,0,0,Large Cap,1.25708E+11,1.25708E+11
1618669,LEONETTI OLIVIER,31%,29%,36%,7%,5%,7%,-31%,-29%,-36%,-7%,-5%,-7%,10040.62,24908.93,39777.24,2,1,2019,2019,0.0,0%,0%,0%,0%,100%,0%,1,ETN,Industrials,158.14,0,0,0,0,0,0,0,0,0,0,0,148366000000,Large Cap,0,100,0,0,0,Large Cap,1.48366E+11,1.48366E+11
1618734,Nguyen Thong M,22%,24%,25%,3%,4%,4%,-22%,-24%,-25%,-3%,-4%,-4%,372900,372900,372900,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,BAC,Financials,12.43,0,0,0,0,0,0,0,0,0,0,0,366533000000,Mega Cap,100,0,0,0,0,Mega Cap,3.66533E+11,3.66533E+11
1619131,BISHOP BRUCE WILLIAM,21%,19%,20%,5%,4%,5%,-21%,-19%,-20%,-5%,-4%,-5%,31260,31260,31260,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CPRT,Industrials,0.061054688,0,0,0,0,0,0,0,0,0,0,0,61193662464,Large Cap,0,100,0,0,0,Large Cap,61193662464,61193662464
1620412,Noonan Anne P,22%,24%,25%,3%,3%,3%,-22%,-24%,-25%,-3%,-3%,-3%,108750,108750,108750,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,CF,Materials,36.25,0,0,0,0,0,0,0,0,0,0,0,15602633728,Large Cap,0,100,0,0,0,Large Cap,15602633728,15602633728
1621428,JAB Holding Co s.a r.l.,35%,40%,46%,7%,7%,7%,-35%,-40%,-46%,-7%,-7%,-7%,199800000,199899000,199998000,2,1,2020,2020,-74.0,0%,0%,0%,0%,0%,0%,1,KDP,Consumer Staples,54.1,0,0,0,0,0,0,0,0,0,0,0,44288094208,Large Cap,0,100,0,0,0,Large Cap,44288094208,44288094208
1621596,Viking Long Fund Master Ltd.,29%,28%,32%,6%,6%,7%,-29%,-28%,-32%,-6%,-6%,-7%,10000000,15000000,24999999.5,3,2,2018,2019,98.0,0%,33%,0%,33%,67%,0%,1,AXON,Industrials,4.25,0,0,0,0,0,0,0,0,0,0,0,49333805056,Large Cap,0,100,0,0,0,Large Cap,49333805056,49333805056
1621597,Scotti Diego,22%,24%,24%,2%,2%,2%,-22%,-24%,-24%,-2%,-2%,-2%,40600,40600,40600,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,100%,1,VZ,Communication Services,50.75,0,0,0,0,0,0,0,0,0,0,0,186823000000,Large Cap,0,100,0,0,0,Large Cap,1.86823E+11,1.86823E+11
1621607,Viking Long Fund GP LLC,29%,28%,32%,6%,6%,7%,-29%,-28%,-32%,-6%,-6%,-7%,10000000,15000000,24999999.5,3,2,2018,2019,98.0,0%,33%,0%,33%,67%,0%,1,AXON,Industrials,4.25,0,0,0,0,0,0,0,0,0,0,0,49333805056,Large Cap,0,100,0,0,0,Large Cap,49333805056,49333805056
1621620,VGE III Portfolio Ltd.,29%,28%,32%,6%,6%,7%,-29%,-28%,-32%,-6%,-6%,-7%,10000000,15000000,24999999.5,3,2,2018,2019,98.0,0%,33%,0%,33%,67%,0%,1,AXON,Industrials,4.25,0,0,0,0,0,0,0,0,0,0,0,49333805056,Large Cap,0,100,0,0,0,Large Cap,49333805056,49333805056
1621713,Cheshire Marjorie Rodgers,22%,23%,25%,3%,4%,4%,-22%,-23%,-25%,-3%,-4%,-4%,9932.06,9932.06,9932.06,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,PNC,Financials,84.17,0,0,0,0,0,0,0,0,0,0,0,85308473344,Large Cap,0,100,0,0,0,Large Cap,85308473344,85308473344
1621751,Gallagher Samantha Sacks,38%,39%,43%,3%,2%,3%,-38%,-39%,-43%,-3%,-2%,-3%,99450,144487.3333,209492,3,2,2020,2021,-316.0,67%,67%,67%,100%,100%,67%,1,VICI,Real Estate,82.79,0,0,0,0,0,0,0,0,0,0,0,34376482816,Large Cap,0,100,0,0,0,Large Cap,34376482816,34376482816
1621842,Ott David C.,29%,28%,32%,6%,6%,6%,-29%,-28%,-32%,-6%,-6%,-6%,10000000,13000000.1,24999999.5,5,2,2018,2019,49.0,0%,40%,0%,20%,60%,0%,1,AXON,Industrials,6.75,0,0,0,0,0,0,0,0,0,0,0,49333805056,Large Cap,0,100,0,0,0,Large Cap,49333805056,49333805056
1622458,WEINER RUSSELL J,45%,51%,56%,13%,15%,15%,-45%,-51%,-56%,-13%,-15%,-15%,436044,505918.945,575793.89,2,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,DPZ,Consumer Discretionary,607.39,0,0,0,0,0,0,0,0,0,0,0,16443793408,Large Cap,0,100,0,0,0,Large Cap,16443793408,16443793408
1622500,ALLISON RICHARD E JR,42%,48%,54%,9%,11%,12%,-42%,-48%,-54%,-9%,-11%,-12%,128530.08,526343.36,925300,3,2,2022,2023,174.5,0%,0%,0%,67%,0%,0%,2,KVUE,Consumer Staples,141.75,0,0,0,0,0,0,0,0,0,0,0,46263459840,Large Cap,0,100,0,0,0,Large Cap,69565306560,46263459840
1622634,Voskuil Steven E,32%,30%,36%,6%,6%,7%,-32%,-30%,-36%,-6%,-6%,-7%,129140,129140,129140,1,1,2019,2019,0.0,0%,0%,0%,0%,0%,0%,1,HSY,Consumer Staples,129.14,0,0,0,0,0,0,0,0,0,0,0,35227938816,Large Cap,0,100,0,0,0,Large Cap,35227938816,35227938816
1623506,Jacoby Rebecca,25%,26%,29%,4%,5%,5%,-25%,-26%,-29%,-4%,-5%,-5%,8970.69,8970.69,8970.69,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,SPGI,Financials,130.01,0,0,0,0,0,0,0,0,0,0,0,162244000000,Large Cap,0,100,0,0,0,Large Cap,1.62244E+11,1.62244E+11
1624243,Real Peter,21%,21%,23%,7%,7%,8%,-21%,-21%,-23%,-7%,-7%,-8%,4466.64,7063.08,9659.52,2,1,2015,2015,182.0,0%,0%,0%,0%,0%,0%,1,ADI,Information Technology,127.44,0,0,0,0,0,0,0,0,0,0,0,108218000000,Large Cap,0,100,0,0,0,Large Cap,1.08218E+11,1.08218E+11
1624335,Darden James Matthew,59%,59%,59%,8%,8%,8%,-59%,-59%,-59%,-8%,-8%,-8%,82780,126210,169640,2,1,2024,2024,-5.0,0%,0%,0%,0%,0%,0%,1,GL,Financials,167.6,0,0,0,0,0,0,0,0,0,0,0,9376664576,Mid Cap,0,0,100,0,0,Mid Cap,9376664576,9376664576
1624621,Norris Eric,39%,44%,50%,4%,5%,5%,-39%,-44%,-50%,-4%,-5%,-5%,10594.4,148702.32,246317.4,3,2,2019,2023,-679.5,0%,0%,0%,33%,0%,0%,1,ALB,Materials,324.75,0,0,0,0,0,0,0,0,0,0,0,12692014080,Large Cap,0,100,0,0,0,Large Cap,12692014080,12692014080
1625045,Collins James C. Jr.,30%,36%,41%,3%,4%,5%,-30%,-36%,-41%,-3%,-4%,-5%,127500,127500,127500,1,1,2019,2019,0.0,100%,0%,0%,100%,0%,0%,1,CTVA,Materials,25.5,0,0,0,0,0,0,0,0,0,0,0,42955804672,Large Cap,0,100,0,0,0,Large Cap,42955804672,42955804672
1625471,ADAMS JOHN K JR,34%,39%,42%,5%,5%,6%,-34%,-39%,-42%,-5%,-5%,-6%,103845,183461.3333,296550,3,3,2015,2023,1379.5,0%,0%,0%,33%,0%,0%,1,SCHW,Financials,119.59,0,0,0,0,0,0,0,0,0,0,0,151204000000,Large Cap,0,100,0,0,0,Large Cap,1.51204E+11,1.51204E+11
1625756,MASCARENAS PAUL ANTHONY,26%,28%,28%,9%,9%,10%,-26%,-28%,-28%,-9%,-9%,-10%,28250,61986.66667,118590,3,3,2015,2018,227.5,33%,0%,0%,33%,0%,0%,2,ON,Information Technology,39.47318022,0,0,0,0,0,0,0,0,0,0,0,30282682368,Large Cap,0,66.66666667,33.33333333,0,0,Large Cap,22690382848,30282682368
1625775,Kaltenbach Patrick,45%,44%,43%,16%,15%,15%,-45%,-44%,-43%,-16%,-15%,-15%,58500,58500,58500,1,1,2021,2021,0.0,0%,0%,0%,0%,0%,0%,1,MTD,Health Care,1170,0,0,0,0,0,0,0,0,0,0,0,26403696640,Large Cap,0,100,0,0,0,Large Cap,26403696640,26403696640
